card_id,decks,deck_wins,win_rate,ci_lo,ci_hi,inclusion_rate,mean_copies,card
1251,431,251,0.5823665893271461,0.5352793022464278,0.627998544215364,0.10939086294416243,2.0,Lively Stadium
1127,431,251,0.5823665893271461,0.5352793022464278,0.627998544215364,0.10939086294416243,2.445475638051044,Tera Orb
1118,431,251,0.5823665893271461,0.5352793022464278,0.627998544215364,0.10939086294416243,1.777262180974478,Energy Retrieval
96,562,327,0.5818505338078291,0.5406485639871051,0.6219411077514166,0.14263959390862943,3.775800711743772,Teal Mask Ogerpon ex
11,722,420,0.5817174515235457,0.5453962629232292,0.6171736421359462,0.183248730964467,4.0,Mist Energy
13,557,324,0.5816876122082585,0.540298768247804,0.6219573839349157,0.14137055837563453,1.0,Enriching Energy
1119,435,253,0.5816091954022988,0.5347353135434247,0.627054270671016,0.11040609137055837,3.5402298850574714,Energy Search
3,141,82,0.5815602836879432,0.49902955087404866,0.6597646077102254,0.03578680203045685,1.8936170212765957,Basic {W} Energy
1201,434,252,0.5806451612903226,0.53371069467884,0.6261644747888396,0.11015228426395939,1.0,Briar
14,648,375,0.5787037037037037,0.5403311139366964,0.616148619790025,0.16446700507614212,3.4151234567901234,Spiky Energy
272,301,173,0.574750830564784,0.5183024257133442,0.6293152222717078,0.07639593908629441,1.2458471760797343,Lillie’s Clefairy ex
1087,124,71,0.5725806451612904,0.4846157151701788,0.656183523888156,0.03147208121827411,1.0241935483870968,Hand Trimmer
1120,140,79,0.5642857142857143,0.48151720505769724,0.6436204463588611,0.03553299492385787,3.8285714285714287,Crushing Hammer
1213,562,317,0.5640569395017794,0.5227609889137382,0.6044831020120615,0.14263959390862943,3.3309608540925266,Judge
1250,227,128,0.5638766519823789,0.4988319449341433,0.6267953250206656,0.05761421319796954,2.6651982378854626,Area Zero Underdepths
1121,1035,583,0.5632850241545894,0.5328891728269909,0.5932128238585481,0.2626903553299492,3.229951690821256,Ultra Ball
18,728,409,0.5618131868131868,0.5255393830018861,0.5974380481799434,0.1847715736040609,2.745879120879121,Grow Grass Energy
1147,721,404,0.5603328710124826,0.523877403774252,0.5961488198862002,0.18299492385786803,2.9375866851595007,Jumbo Ice Cream
1198,263,145,0.5513307984790875,0.49091139380690557,0.6102722297360504,0.066751269035533,3.1520912547528517,Crispin
1225,966,532,0.5507246376811594,0.5192169513658141,0.581830477410184,0.2451776649746193,3.351966873706004,Hilda
756,414,228,0.5507246376811594,0.5025608970839529,0.5979556623012304,0.1050761421319797,2.657004830917874,Mega Kangaskhan ex
1197,1088,598,0.5496323529411765,0.5199453871476621,0.5789700599281776,0.27614213197969545,1.6075367647058822,Xerosic’s Machinations
1071,266,146,0.5488721804511278,0.48879960293317365,0.6075532203527838,0.06751269035532995,1.9661654135338347,Meowth ex
1159,841,459,0.5457788347205708,0.5119954577193396,0.5791458875932017,0.21345177664974618,1.0,Hero’s Cape
1,1116,606,0.543010752688172,0.5136862119009337,0.5720401979770348,0.283248730964467,10.161290322580646,Basic {G} Energy
1094,710,384,0.5408450704225352,0.5040675428173119,0.5771829755049601,0.1802030456852792,3.83943661971831,Bug Catching Set
117,230,124,0.5391304347826087,0.474594617199371,0.602380566001565,0.0583756345177665,1.1,Cornerstone Mask Ogerpon ex
1257,292,156,0.5342465753424658,0.4769573473123057,0.5906463973943211,0.07411167512690356,1.5684931506849316,Team Rocket's Factory
1194,214,114,0.5327102803738317,0.46587506614983143,0.5983918140052904,0.05431472081218274,1.9205607476635513,Colress’s Tenacity
5,390,207,0.5307692307692308,0.4811801666683644,0.5797580379296263,0.09898477157360407,2.128205128205128,Basic {P} Energy
19,212,112,0.5283018867924528,0.4611981877743932,0.5943981384203718,0.05380710659898477,3.650943396226415,Telepath Psychic Energy
1123,290,153,0.5275862068965518,0.47014132899886496,0.5843097766308349,0.07360406091370558,1.6896551724137931,Switch
344,290,153,0.5275862068965518,0.47014132899886496,0.5843097766308349,0.07360406091370558,3.9482758620689653,Dwebble
345,290,153,0.5275862068965518,0.47014132899886496,0.5843097766308349,0.07360406091370558,3.2344827586206897,Crustle
140,536,282,0.5261194029850746,0.48381204086861046,0.5680550253226574,0.13604060913705585,1.0,Fezandipiti ex
45,101,53,0.5247524752475248,0.42824811910483207,0.6194428737834871,0.025634517766497462,1.0,Shaymin
31,101,53,0.5247524752475248,0.42824811910483207,0.6194428737834871,0.025634517766497462,1.0,Chi-Yu
325,101,53,0.5247524752475248,0.42824811910483207,0.6194428737834871,0.025634517766497462,1.0,Combusken
324,101,53,0.5247524752475248,0.42824811910483207,0.6194428737834871,0.025634517766497462,2.0,Torchic
326,101,53,0.5247524752475248,0.42824811910483207,0.6194428737834871,0.025634517766497462,2.0,Blaziken ex
1256,101,53,0.5247524752475248,0.42824811910483207,0.6194428737834871,0.025634517766497462,1.0,Team Rocket's Watchtower
1264,413,216,0.5230024213075061,0.4748408606947124,0.570740002635627,0.10482233502538071,1.7869249394673123,Battle Cage
6,248,129,0.5201612903225806,0.4581495976828972,0.5815579009988138,0.06294416243654823,3.3346774193548385,Basic {F} Energy
2,122,63,0.5163934426229508,0.4285782608910657,0.6032077303868583,0.030964467005076143,3.1475409836065573,Basic {R} Energy
119,122,63,0.5163934426229508,0.4285782608910657,0.6032077303868583,0.030964467005076143,4.0,Dreepy
120,122,63,0.5163934426229508,0.4285782608910657,0.6032077303868583,0.030964467005076143,4.0,Drakloak
121,122,63,0.5163934426229508,0.4285782608910657,0.6032077303868583,0.030964467005076143,2.1721311475409837,Dragapult ex
1245,160,82,0.5125,0.43566815412418414,0.5887456699595649,0.04060913705583756,4.0,Festival Grounds
89,160,82,0.5125,0.43566815412418414,0.5887456699595649,0.04060913705583756,4.0,Grookey
90,160,82,0.5125,0.43566815412418414,0.5887456699595649,0.04060913705583756,4.0,Thwackey
20,317,162,0.5110410094637224,0.4562102241379191,0.5656073955223744,0.08045685279187817,2.694006309148265,Rock Fighting Energy
93,161,82,0.5093167701863354,0.43278304467156725,0.5854162448281706,0.04086294416243655,3.987577639751553,Dipplin
1122,3024,1526,0.5046296296296297,0.48681469948738926,0.5224328120072675,0.76751269035533,2.105820105820106,Pokégear 3.0
1182,3647,1828,0.5012338908692076,0.4850134361921138,0.5174517488216649,0.9256345177664974,2.433781190019194,Boss’s Orders
92,154,77,0.5,0.4219962757449466,0.5780037242550534,0.03908629441624366,3.935064935064935,Applin
1227,3689,1835,0.49742477636215776,0.4813009604977283,0.513553950148859,0.9362944162436548,3.987259419896991,Lillie's Determination
235,182,90,0.4945054945054945,0.42273562124129593,0.5665025256536943,0.04619289340101523,1.054945054945055,Budew
1129,278,137,0.49280575539568344,0.4345352284132508,0.5512724025397383,0.07055837563451776,1.0,Sacred Ash
343,180,88,0.4888888888888889,0.41686086893307617,0.561381269951703,0.04568527918781726,1.0,Shaymin
1175,258,126,0.4883720930232558,0.4279959180088446,0.5490894649096832,0.06548223350253807,2.492248062015504,Brave Bangle
1086,3356,1632,0.4862932061978546,0.4694082204150777,0.5032095363267879,0.8517766497461929,3.766984505363528,Buddy-Buddy Poffin
1152,3108,1498,0.481981981981982,0.46444782353914155,0.49956062727660705,0.7888324873096447,3.935971685971686,Poké Pad
1184,137,66,0.48175182481751827,0.3997257905601771,0.5647733346982694,0.03477157360406091,1.0,Lana’s Aid
1137,2352,1133,0.4817176870748299,0.46157020221817024,0.5019247967664814,0.5969543147208122,1.0,Tool Scrapper
1081,125,60,0.48,0.3943261533805731,0.5668665048912894,0.031725888324873094,4.0,Enhanced Hammer
742,125,60,0.48,0.3943261533805731,0.5668665048912894,0.031725888324873094,4.0,Kadabra
743,125,60,0.48,0.3943261533805731,0.5668665048912894,0.031725888324873094,4.0,Alakazam
741,125,60,0.48,0.3943261533805731,0.5668665048912894,0.031725888324873094,4.0,Abra
1097,2807,1322,0.4709654435340221,0.4525517662867479,0.48945848430866096,0.7124365482233502,2.6914855717848236,Night Stretcher
1161,221,103,0.4660633484162896,0.40143497773496056,0.5318513892006955,0.05609137055837563,2.0,Handheld Fan
1219,2283,1055,0.4621112571178274,0.44174061132045006,0.4826091993529258,0.5794416243654822,3.900131406044678,Team Rocket's Petrel
1231,2326,1074,0.46173688736027513,0.44155629285276843,0.48204366347044236,0.5903553299492386,1.2248495270851247,Dawn
1080,2377,1090,0.4585612116112747,0.43861256856506237,0.47864358152908926,0.6032994923857868,1.0,Unfair Stamp
1079,2226,1020,0.4582210242587601,0.4376120616137127,0.47897394162526175,0.5649746192893401,2.9672057502246183,Rare Candy
7,2137,977,0.457182966775854,0.43615707913667373,0.47836251913720135,0.5423857868020304,9.500233972859148,Basic {D} Energy
112,2137,977,0.457182966775854,0.43615707913667373,0.47836251913720135,0.5423857868020304,3.886757136172204,Munkidori
689,57,26,0.45614035087719296,0.3337239950481139,0.5840953916872776,0.014467005076142132,1.0,Yveltal
1259,2000,907,0.4535,0.43179139242361536,0.4753868995132324,0.5076142131979695,4.0,Spikemuth Gym
860,2000,907,0.4535,0.43179139242361536,0.4753868995132324,0.5076142131979695,2.0285,Snorunt
647,2000,907,0.4535,0.43179139242361536,0.4753868995132324,0.5076142131979695,2.9875,Marnie's Morgrem
646,2000,907,0.4535,0.43179139242361536,0.4753868995132324,0.5076142131979695,3.9715,Marnie's Impidimp
648,2000,907,0.4535,0.43179139242361536,0.4753868995132324,0.5076142131979695,3.0,Marnie's Grimmsnarl ex
104,2000,907,0.4535,0.43179139242361536,0.4753868995132324,0.5076142131979695,2.0,Froslass
414,129,57,0.4418604651162791,0.3590743988197216,0.5280091653649917,0.032741116751269034,2.0,Team Rocket's Articuno
341,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,4.0,Cynthia's Roselia
342,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,3.0,Cynthia's Roserade
380,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,4.0,Cynthia's Gabite
387,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,2.0,Cynthia's Spiritomb
1203,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,1.0,Surfer
381,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,3.0,Cynthia's Garchomp ex
379,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,4.0,Cynthia's Gible
1173,102,45,0.4411764705882353,0.3486917254481499,0.5379313036821732,0.025888324873096447,3.0,Cynthia's Power Weight
1142,107,47,0.4392523364485981,0.3489394134727517,0.5337761012798321,0.02715736040609137,4.0,Fighting Gong
15,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,4.0,Team Rocket's Energy
400,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,4.0,Team Rocket's Tarountula
401,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,4.0,Team Rocket's Spidops
1218,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,2.3333333333333335,Team Rocket's Giovanni
431,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,2.0,Team Rocket's Mewtwo ex
1134,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,4.0,Team Rocket's Transceiver
1216,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,4.0,Team Rocket's Ariana
1220,114,50,0.43859649122807015,0.35098228708513207,0.5302141664592868,0.028934010152284265,2.6666666666666665,Team Rocket's Proton
434,110,48,0.43636363636363634,0.3473834458841848,0.5296386620271587,0.027918781725888325,2.309090909090909,Team Rocket's Mimikyu
1261,107,46,0.42990654205607476,0.34013913708365806,0.5245326107077849,0.02715736040609137,2.0934579439252334,Forest of Vitality
1266,84,36,0.42857142857142855,0.32815806317877516,0.5352324032972452,0.02131979695431472,2.0,Nighttime Mine
