episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
89374752,2026-08-01T18:38:45.5217028,1248.917092,1188.812562,2497.834184,2,5542997
89397282,2026-08-01T21:30:48.6154333,1248.384781,1239.915277,2496.769562,2,5928070
89397818,2026-08-01T21:34:49.3611371,1248.276737,1244.686058,2496.553473,2,6664011
89399946,2026-08-01T21:50:48.2154181,1247.797366,1228.286692,2495.594732,2,4646134
89402060,2026-08-01T22:06:49.2131301,1247.562874,1220.984708,2495.125747,2,5870541
89415213,2026-08-01T23:46:57.4461000,1247.509188,1222.084172,2495.018375,2,3987709
89266316,2026-08-01T04:58:00.3647365,1247.505333,1228.276035,2495.010666,2,6948024
89254506,2026-08-01T03:26:00.4397672,1247.340095,1243.736241,2494.680191,2,40579434
89250324,2026-08-01T02:53:33.5549584,1247.292496,1240.758637,2494.584991,2,6541080
89238120,2026-08-01T01:14:17.8782641,1247.224332,1236.459029,2494.448663,2,5497930
89404679,2026-08-01T22:26:48.2149527,1247.197923,1213.295491,2494.395845,2,4982448
89237622,2026-08-01T01:10:17.8909019,1247.041064,1231.069130,2494.082129,2,8867149
89270386,2026-08-01T05:30:00.1758159,1247.035397,1226.605388,2494.070795,2,7536318
89236598,2026-08-01T01:02:17.7049414,1247.029200,1223.458842,2494.058401,2,6682825
89401531,2026-08-01T22:02:48.5282687,1246.905594,1223.439211,2493.811188,2,5427745
89398365,2026-08-01T21:38:50.1110860,1246.298247,1242.886095,2492.596495,2,5403023
89399373,2026-08-01T21:46:48.0425986,1245.508557,1239.207411,2491.017114,2,5142746
89401018,2026-08-01T21:58:48.5468313,1245.238354,1223.972004,2490.476708,2,5204633
89410979,2026-08-01T23:14:57.8673097,1245.046946,1193.360926,2490.093893,2,1172269
89411505,2026-08-01T23:18:57.4277322,1244.320381,1188.858844,2488.640763,2,4849352
89237117,2026-08-01T01:06:17.8748255,1243.920850,1219.618085,2487.841700,2,6800586
89270899,2026-08-01T05:34:01.2497816,1243.743231,1222.662025,2487.486462,2,7155413
89271401,2026-08-01T05:38:00.2764482,1243.743231,1218.840243,2487.486462,2,5154664
89230411,2026-08-01T00:14:17.9886681,1243.571602,1227.345957,2487.143204,2,6179517
89406275,2026-08-01T22:38:57.3531420,1243.522226,1207.338694,2487.044452,2,5065012
89406263,2026-08-01T22:38:57.3240789,1243.522226,1203.965965,2487.044452,2,6105555
89234064,2026-08-01T00:42:18.0473659,1243.203290,1227.689979,2486.406580,2,7188411
89398900,2026-08-01T21:42:48.0642751,1242.945499,1238.511443,2485.890999,2,401517
89232984,2026-08-01T00:34:18.0709831,1242.922328,1237.621492,2485.844656,2,7839316
89288182,2026-08-01T07:46:04.6375103,1242.696013,1179.808448,2485.392027,2,7240029
89231949,2026-08-01T00:26:17.9523437,1242.604168,1237.096090,2485.208335,2,6263926
89291552,2026-08-01T08:10:04.9441563,1242.338413,1192.412612,2484.676826,2,7618616
89291536,2026-08-01T08:10:04.9212792,1242.338413,1195.484561,2484.676826,2,6473467
89295242,2026-08-01T08:38:06.0777286,1241.792733,1183.508160,2483.585465,2,7373117
89414169,2026-08-01T23:38:56.8623821,1241.397296,1216.305136,2482.794592,2,5545412
89402062,2026-08-01T22:06:49.2154850,1241.360332,1219.520137,2482.720663,2,4357114
89402069,2026-08-01T22:06:49.2235094,1241.360332,1224.753770,2482.720663,2,5141378
89272269,2026-08-01T05:46:00.2614325,1241.105867,1216.432060,2482.211733,2,6494199
89387333,2026-08-01T20:14:51.1488905,1240.888393,1240.045186,2481.776785,2,4963663
89402593,2026-08-01T22:10:48.7552638,1240.728325,1217.121882,2481.456650,2,3795325
89234545,2026-08-01T00:46:18.7839107,1240.682043,1223.969408,2481.364086,2,7457616
89234540,2026-08-01T00:46:18.7884664,1240.682043,1218.731923,2481.364086,2,7692765
89294172,2026-08-01T08:30:04.7764426,1240.523340,1186.348302,2481.046681,2,5693212
89407306,2026-08-01T22:46:57.5171900,1240.304590,1204.064757,2480.609181,2,4622454
89286740,2026-08-01T07:34:00.6669059,1239.925234,1181.937131,2479.850467,2,4533559
89373664,2026-08-01T18:30:41.9883000,1239.737482,1165.874960,2479.474964,2,5478733
89290457,2026-08-01T08:02:04.8448909,1238.926338,1194.638853,2477.852676,2,5179543
89289402,2026-08-01T07:54:06.4530832,1238.793064,1188.096035,2477.586127,2,5785082
89403117,2026-08-01T22:14:49.3756502,1238.789052,1213.318016,2477.578103,2,7682865
89387221,2026-08-01T20:14:50.7250565,1238.764407,1232.852705,2477.528815,2,6595720
89272956,2026-08-01T05:50:00.1489510,1238.481550,1207.549727,2476.963101,2,7132522
89416285,2026-08-01T23:54:58.3610548,1238.422163,1200.151552,2476.844327,2,3488302
89374186,2026-08-01T18:34:46.0193203,1238.309221,1160.677077,2476.618442,2,932772
89292584,2026-08-01T08:18:04.7704979,1238.265430,1189.431558,2476.530859,2,6036071
89371002,2026-08-01T18:10:42.2685370,1238.145149,1163.018438,2476.290298,2,2669214
89413095,2026-08-01T23:30:57.3785677,1237.572951,1217.461125,2475.145902,2,7270667
89276085,2026-08-01T06:14:02.3437434,1237.414996,1191.590529,2474.829993,2,5396956
89264249,2026-08-01T04:42:00.4205410,1237.398856,1191.231114,2474.797713,2,1858386
89259102,2026-08-01T04:02:00.3919336,1237.132264,1198.258981,2474.264527,2,4036734
89366807,2026-08-01T17:38:41.4796750,1236.897854,1175.256817,2473.795709,2,4617127
89247388,2026-08-01T02:29:30.5191937,1236.822198,1209.907595,2473.644396,2,2484736
89416276,2026-08-01T23:54:58.3318701,1236.145506,1205.890064,2472.291011,2,3640964
89386735,2026-08-01T20:10:50.8268459,1235.502079,1235.029553,2471.004159,2,7628093
89386261,2026-08-01T20:06:48.4589132,1235.152350,1224.474187,2470.304700,2,4778956
89248911,2026-08-01T02:41:30.4512377,1234.888397,1214.236934,2469.776794,2,3572330
89375258,2026-08-01T18:42:42.8544929,1234.849349,1158.309002,2469.698699,2,3165582
89297389,2026-08-01T08:54:08.6465207,1233.994750,1194.461166,2467.989499,2,5396893
89409929,2026-08-01T23:06:57.2503661,1233.638111,1181.387725,2467.276223,2,1775667
89379962,2026-08-01T19:18:41.1706156,1233.199373,1164.948494,2466.398746,2,3122372
89408358,2026-08-01T22:54:58.0551514,1232.943829,1182.447854,2465.887657,2,3477282
89372628,2026-08-01T18:22:43.0828252,1232.886833,1146.568103,2465.773665,2,4077003
89241510,2026-08-01T01:45:30.4360555,1232.181152,1192.687461,2464.362303,2,4381940
89257546,2026-08-01T03:50:00.2451078,1231.999040,1198.496637,2463.998080,2,5868377
89264669,2026-08-01T04:46:00.3188241,1231.787519,1177.070542,2463.575039,2,2534165
89295784,2026-08-01T08:42:04.6776892,1230.937936,1168.801209,2461.875872,2,4225586
89296937,2026-08-01T08:50:06.2575696,1230.616247,1181.597944,2461.232495,2,6738591
89293640,2026-08-01T08:26:04.6362042,1230.357754,1168.970031,2460.715507,2,2924270
89285599,2026-08-01T07:26:00.6185831,1229.909528,1158.174607,2459.819056,2,3070205
89252489,2026-08-01T03:09:30.7433953,1229.694924,1211.590358,2459.389849,2,2567448
89251478,2026-08-01T03:01:30.5088499,1229.679045,1206.302229,2459.358091,2,3120449
89277651,2026-08-01T06:26:00.2419836,1229.243845,1173.837139,2458.487690,2,2254676
89384556,2026-08-01T19:54:49.8617130,1229.069605,1225.762755,2458.139211,2,5728557
89416819,2026-08-01T23:58:57.3466884,1228.862041,1192.175243,2457.724082,2,7445763
89376303,2026-08-01T18:50:43.4057577,1228.759338,1143.941041,2457.518676,2,2751146
89260632,2026-08-01T04:14:01.1266718,1228.619811,1185.156191,2457.239623,2,1133660
89364701,2026-08-01T17:22:40.5456024,1228.537595,1166.850256,2457.075191,2,6611534
89253002,2026-08-01T03:13:31.2259804,1228.404495,1207.636938,2456.808989,2,615935
89281859,2026-08-01T06:58:00.2314166,1228.254067,1159.082786,2456.508134,2,7108302
89256021,2026-08-01T03:38:00.3122721,1227.928191,1192.635323,2455.856383,2,2222081
89294698,2026-08-01T08:34:06.0557716,1227.514238,1157.791313,2455.028477,2,4425984
89250965,2026-08-01T02:57:30.7320503,1227.497785,1210.172346,2454.995570,2,3135043
89291010,2026-08-01T08:06:04.8757064,1226.964082,1167.895447,2453.928164,2,3045611
89369967,2026-08-01T18:02:43.4077658,1226.962135,1143.055433,2453.924270,2,2204238
89407305,2026-08-01T22:46:57.5178328,1226.914284,1181.684429,2453.828568,2,2665445
89276606,2026-08-01T06:18:00.1702606,1226.868399,1167.681633,2453.736797,2,1258402
89228837,2026-08-01T00:02:17.7924991,1226.547870,1207.352575,2453.095740,2,4617239
89254018,2026-08-01T03:22:00.5277120,1226.499669,1199.961069,2452.999338,2,2971111
89240699,2026-08-01T01:37:30.5094812,1226.442355,1202.729927,2452.884709,2,3330376
89253985,2026-08-01T03:22:00.4531243,1225.994678,1203.731373,2451.989356,2,4459288
89239143,2026-08-01T01:22:17.7088090,1225.583383,1202.857287,2451.166767,2,1313874
89238646,2026-08-01T01:18:18.0434041,1225.583383,1206.748101,2451.166767,2,3312728
89377881,2026-08-01T19:02:42.8480908,1225.226431,1132.552421,2450.452862,2,7956825
89239653,2026-08-01T01:26:18.3738525,1225.138123,1192.315851,2450.276247,2,2942350
89278177,2026-08-01T06:30:00.1278354,1225.049919,1162.717899,2450.099839,2,1866299
89248415,2026-08-01T02:37:30.4657894,1225.038181,1189.155193,2450.076361,2,5026102
89298457,2026-08-01T09:02:08.1651878,1224.604631,1189.432996,2449.209261,2,6395424
89296325,2026-08-01T08:46:07.0153227,1224.516188,1162.921635,2449.032376,2,6070521
89240189,2026-08-01T01:33:55.9459347,1224.176571,1192.704197,2448.353141,2,3399840
89268848,2026-08-01T05:18:00.2658937,1224.168502,1169.199768,2448.337004,2,3384598
89384100,2026-08-01T19:50:49.3222936,1224.074318,1220.813513,2448.148635,2,4699500
89239655,2026-08-01T01:26:18.3762579,1223.961703,1195.891524,2447.923407,2,3901045
89243785,2026-08-01T02:01:30.4517013,1223.772532,1190.145189,2447.545064,2,2773544
89347695,2026-08-01T15:14:40.9818539,1223.767304,1158.583342,2447.534608,2,4703357
89367324,2026-08-01T17:42:41.0422162,1223.695522,1146.500126,2447.391045,2,5578736
89368386,2026-08-01T17:50:40.3104891,1223.695522,1141.961309,2447.391045,2,6491926
89367847,2026-08-01T17:46:40.5346336,1223.695522,1144.203861,2447.391045,2,5314944
89368916,2026-08-01T17:54:43.6607161,1223.181684,1138.751983,2446.363368,2,2514191
89373131,2026-08-01T18:26:43.5008749,1222.838461,1134.543558,2445.676921,2,6367300
89243250,2026-08-01T01:57:30.5255798,1222.817178,1193.696290,2445.634355,2,3578854
89389346,2026-08-01T20:30:51.1132423,1222.572798,1185.799437,2445.145596,2,2141031
89346160,2026-08-01T15:02:36.5154350,1222.441453,1164.001011,2444.882905,2,1747445
89345578,2026-08-01T14:58:39.3239063,1222.441453,1166.836921,2444.882905,2,3140671
89346659,2026-08-01T15:06:35.1094463,1222.441453,1161.239489,2444.882905,2,5202207
89236077,2026-08-01T00:58:17.7897379,1222.320698,1177.905808,2444.641395,2,5583711
89229904,2026-08-01T00:10:18.0532754,1222.027110,1212.607853,2444.054220,2,5837773
89229369,2026-08-01T00:06:18.0742249,1222.027110,1207.632433,2444.054220,2,5852704
89237112,2026-08-01T01:06:17.8689066,1221.627650,1178.872442,2443.255300,2,5501320
89275557,2026-08-01T06:10:00.5246279,1221.601839,1163.153402,2443.203678,2,3071815
89261787,2026-08-01T04:22:00.6229151,1221.527448,1199.415663,2443.054896,2,446683
89269857,2026-08-01T05:26:00.3617716,1221.493589,1166.276815,2442.987178,2,2476884
89269885,2026-08-01T05:26:00.4122471,1221.493589,1163.430652,2442.987178,2,4246116
89241197,2026-08-01T01:41:30.7648722,1220.952003,1192.360152,2441.904007,2,3943875
89347180,2026-08-01T15:10:34.9120116,1220.941293,1155.587468,2441.882587,2,4835607
89256023,2026-08-01T03:38:00.3159543,1220.930151,1196.135854,2441.860302,2,3484744
89371533,2026-08-01T18:14:44.6394912,1220.901674,1126.576753,2441.803347,2,3934494
89338181,2026-08-01T14:02:04.7485237,1220.541485,1165.791070,2441.082969,2,4111090
89241193,2026-08-01T01:41:30.7586813,1220.488463,1172.676672,2440.976926,2,2437131
89260100,2026-08-01T04:10:00.2598899,1220.439873,1172.054017,2440.879747,2,3857386
89362563,2026-08-01T17:06:41.9453718,1220.413081,1146.830970,2440.826163,2,3069293
89266741,2026-08-01T05:02:00.0932610,1219.995473,1170.181208,2439.990946,2,3453234
89232987,2026-08-01T00:34:18.0709877,1219.960522,1196.161898,2439.921043,2,4707610
89409410,2026-08-01T23:02:57.5994525,1219.836780,1183.340296,2439.673561,2,3799240
89277176,2026-08-01T06:22:00.0594201,1219.444016,1157.156343,2438.888032,2,3896096
89238639,2026-08-01T01:18:18.0212771,1219.341352,1198.279687,2438.682704,2,1206133
89247980,2026-08-01T02:33:31.2077755,1219.210280,1171.547406,2438.420561,2,2543327
89254999,2026-08-01T03:30:00.4091952,1219.194861,1190.936930,2438.389723,2,4688426
89258063,2026-08-01T03:54:02.0658422,1219.060763,1169.536749,2438.121526,2,5771280
89356796,2026-08-01T16:22:36.3540372,1219.044770,1155.874195,2438.089539,2,2846506
89357292,2026-08-01T16:26:35.1410876,1219.044770,1153.234419,2438.089539,2,1363060
89337129,2026-08-01T13:54:08.4632371,1219.033350,1168.418103,2438.066701,2,2955734
89236081,2026-08-01T00:58:17.7950141,1218.983487,1205.575765,2437.966974,2,5396314
89320247,2026-08-01T11:46:04.8441443,1218.827986,1190.503926,2437.655971,2,5614221
89362031,2026-08-01T17:02:40.4741347,1218.555993,1145.568503,2437.111985,2,2217811
89273982,2026-08-01T05:58:00.1389346,1218.508070,1162.203428,2437.016139,2,1720462
89410458,2026-08-01T23:10:57.3052435,1218.499920,1190.343217,2436.999840,2,3079185
89252996,2026-08-01T03:13:31.2211913,1218.477342,1194.653481,2436.954684,2,4796804
89321823,2026-08-01T11:58:04.8252004,1218.384270,1176.621947,2436.768541,2,3987733
89300050,2026-08-01T09:14:08.9647843,1218.218461,1185.843631,2436.436921,2,6553956
89300577,2026-08-01T09:18:08.2353643,1218.218461,1182.360184,2436.436921,2,5644655
89263747,2026-08-01T04:38:00.5470168,1218.112303,1197.903277,2436.224606,2,5392010
89416196,2026-08-01T23:54:58.0471505,1218.068474,1162.855191,2436.136948,2,2966063
89326015,2026-08-01T12:30:04.6472419,1217.847330,1176.454843,2435.694660,2,2403630
89318646,2026-08-01T11:34:06.5515214,1217.612618,1185.570268,2435.225235,2,4930024
89372082,2026-08-01T18:18:43.4729340,1217.602469,1118.134418,2435.204938,2,6495057
89304317,2026-08-01T09:46:04.6452063,1217.365709,1190.395250,2434.731418,2,6039228
89303249,2026-08-01T09:38:04.5378366,1217.365709,1178.953397,2434.731418,2,4393105
89303800,2026-08-01T09:42:04.4698303,1217.365709,1184.779941,2434.731418,2,6370541
89270370,2026-08-01T05:30:00.1593673,1217.361541,1161.884496,2434.723082,2,3903514
89316539,2026-08-01T11:18:04.5334467,1217.103753,1177.752010,2434.207506,2,3759688
89230415,2026-08-01T00:14:17.9927262,1216.917253,1202.334363,2433.834506,2,5047918
89259615,2026-08-01T04:06:00.3111471,1216.794142,1194.358900,2433.588284,2,2706075
89340863,2026-08-01T14:22:04.9152885,1216.760292,1158.429146,2433.520583,2,4995498
89235546,2026-08-01T00:54:18.3015241,1216.745558,1169.985533,2433.491115,2,4961682
89345088,2026-08-01T14:54:40.2913846,1216.685871,1158.239171,2433.371742,2,6770710
89298996,2026-08-01T09:06:05.8231220,1216.683138,1179.598104,2433.366276,2,6283557
89238635,2026-08-01T01:18:18.0166849,1216.291398,1171.377633,2432.582796,2,6184595
89320732,2026-08-01T11:50:04.5735229,1216.141436,1181.607303,2432.282872,2,3643061
89392567,2026-08-01T20:54:51.2258508,1216.095757,1175.715753,2432.191514,2,3161947
89341907,2026-08-01T14:30:04.8372697,1216.011837,1161.074912,2432.023675,2,6319674
89406787,2026-08-01T22:42:57.3251421,1215.916989,1158.761494,2431.833978,2,5235847
89235559,2026-08-01T00:54:18.3103205,1215.825436,1203.452516,2431.650872,2,928090
89354614,2026-08-01T16:06:36.1628047,1215.815211,1148.210266,2431.630423,2,7112803
89339239,2026-08-01T14:10:04.9652551,1215.802950,1151.596834,2431.605901,2,2940611
89384671,2026-08-01T19:54:50.3644864,1215.659574,1151.596398,2431.319147,2,2549411
89358331,2026-08-01T16:34:38.0403503,1215.596079,1153.221578,2431.192158,2,3387310
89243257,2026-08-01T01:57:30.5319979,1215.430819,1177.012864,2430.861638,2,2713927
89242738,2026-08-01T01:53:31.9110073,1215.430819,1180.419483,2430.861638,2,4721070
89313354,2026-08-01T10:54:08.5144912,1215.396316,1172.881051,2430.792632,2,1680120
89236074,2026-08-01T00:58:17.7868264,1215.327832,1203.332850,2430.655664,2,5171698
89360457,2026-08-01T16:50:40.0442106,1215.250213,1145.667891,2430.500427,2,4914993
89334495,2026-08-01T13:34:07.4512333,1215.206260,1174.720336,2430.412520,2,4344513
89335034,2026-08-01T13:38:04.6683745,1215.206260,1171.470568,2430.412520,2,3082481
